,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),NMHC(GT),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),target
1203,112.0,180.0,1577.0,1189.0,209.0,1398.0,1931.0,182.0,12173.0,163.0,588.0,29.0,43.0
1204,102.0,156.0,1443.0,1106.0,202.0,1342.0,1856.0,178.0,12352.0,137.0,610.0,27.0,29.0
1205,97.0,172.0,1411.0,1104.0,174.0,1433.0,1876.0,170.0,13554.0,136.0,707.0,28.0,27.0
1206,85.0,137.0,1217.0,1019.0,170.0,1297.0,1823.0,162.0,14051.0,111.0,769.0,23.0,28.0
1207,76.0,91.0,1086.0,884.0,116.0,1179.0,1696.0,157.0,13943.0,76.0,786.0,17.0,23.0
1208,74.0,80.0,1050.0,809.0,91.0,1097.0,1628.0,157.0,13917.0,59.0,784.0,12.0,17.0
1209,-200.0,-200.0,965.0,761.0,71.0,1054.0,1598.0,157.0,13683.0,50.0,774.0,1.0,12.0
1210,56.0,46.0,906.0,711.0,59.0,1017.0,1554.0,154.0,13635.0,40.0,785.0,-200.0,1.0
1211,66.0,68.0,917.0,738.0,48.0,1005.0,1563.0,157.0,13194.0,45.0,747.0,8.0,-200.0
1212,90.0,162.0,1116.0,949.0,111.0,1206.0,1771.0,159.0,13136.0,93.0,731.0,17.0,8.0
1213,111.0,213.0,1380.0,1249.0,345.0,1458.0,2033.0,166.0,12737.0,183.0,682.0,3.0,17.0
1214,103.0,161.0,1378.0,1295.0,332.0,1405.0,2065.0,187.0,12323.0,199.0,576.0,34.0,3.0
1215,117.0,209.0,1365.0,1199.0,344.0,1381.0,1970.0,176.0,12945.0,166.0,650.0,33.0,34.0
1216,116.0,191.0,1273.0,1072.0,212.0,1315.0,1833.0,163.0,13458.0,126.0,732.0,27.0,33.0
1217,109.0,215.0,1242.0,1082.0,166.0,1332.0,1889.0,160.0,14209.0,129.0,785.0,26.0,27.0
1218,116.0,212.0,1294.0,1145.0,214.0,1362.0,1973.0,173.0,14125.0,149.0,724.0,32.0,26.0
1219,115.0,202.0,1413.0,1222.0,377.0,1399.0,2061.0,194.0,13545.0,174.0,609.0,34.0,32.0
1220,94.0,153.0,1224.0,1160.0,210.0,1310.0,1939.0,214.0,12823.0,154.0,509.0,26.0,34.0
1221,121.0,185.0,1318.0,1201.0,265.0,1399.0,1971.0,227.0,12465.0,167.0,458.0,34.0,26.0
1222,114.0,210.0,1404.0,1239.0,365.0,1524.0,2139.0,209.0,14852.0,180.0,608.0,4.0,34.0
1223,110.0,215.0,1471.0,1274.0,454.0,1487.0,2133.0,210.0,13353.0,192.0,543.0,45.0,4.0
1224,122.0,215.0,1623.0,1324.0,460.0,1480.0,2162.0,208.0,13194.0,210.0,544.0,42.0,45.0
1225,135.0,281.0,1786.0,1476.0,642.0,1626.0,2356.0,198.0,13392.0,269.0,586.0,57.0,42.0
1226,133.0,254.0,1569.0,1282.0,501.0,1449.0,2100.0,191.0,13345.0,195.0,611.0,44.0,57.0
1227,110.0,189.0,1495.0,1152.0,234.0,1363.0,1951.0,182.0,13529.0,151.0,654.0,31.0,44.0
1228,102.0,174.0,1471.0,1136.0,212.0,1371.0,1927.0,181.0,13579.0,146.0,661.0,3.0,31.0
1229,108.0,167.0,1384.0,1107.0,275.0,1406.0,1872.0,177.0,13422.0,137.0,669.0,31.0,3.0
1230,110.0,185.0,1789.0,1155.0,275.0,1425.0,1936.0,178.0,13460.0,152.0,668.0,35.0,31.0
1231,84.0,129.0,1323.0,951.0,-200.0,1179.0,1724.0,173.0,13346.0,93.0,683.0,24.0,35.0
1232,71.0,85.0,1081.0,833.0,-200.0,1047.0,1647.0,165.0,13099.0,65.0,702.0,16.0,24.0
1233,-200.0,-200.0,938.0,825.0,-200.0,1009.0,1629.0,157.0,12902.0,63.0,731.0,13.0,16.0
1234,42.0,35.0,673.0,685.0,-200.0,882.0,1492.0,162.0,12756.0,35.0,699.0,-200.0,13.0
1235,32.0,24.0,543.0,624.0,-200.0,858.0,1434.0,167.0,12619.0,26.0,671.0,6.0,-200.0
1236,35.0,30.0,561.0,659.0,-200.0,875.0,1452.0,167.0,12631.0,31.0,669.0,7.0,6.0
1237,67.0,75.0,862.0,833.0,-200.0,1012.0,1632.0,169.0,12688.0,65.0,665.0,12.0,7.0
1238,73.0,79.0,901.0,836.0,-200.0,1049.0,1615.0,177.0,12458.0,65.0,620.0,15.0,12.0
1239,86.0,104.0,1048.0,932.0,-200.0,1131.0,1693.0,194.0,12184.0,88.0,546.0,18.0,15.0
1240,89.0,118.0,971.0,931.0,-200.0,1120.0,1652.0,216.0,11725.0,88.0,461.0,21.0,18.0
1241,86.0,105.0,915.0,946.0,-200.0,1117.0,1657.0,246.0,11202.0,92.0,367.0,19.0,21.0
1242,86.0,101.0,891.0,948.0,-200.0,1110.0,1632.0,260.0,10566.0,92.0,319.0,2.0,19.0
1243,66.0,65.0,628.0,816.0,-200.0,962.0,1489.0,256.0,10184.0,61.0,315.0,13.0,2.0
1244,68.0,59.0,556.0,835.0,-200.0,963.0,1495.0,248.0,10716.0,65.0,348.0,13.0,13.0
1245,82.0,80.0,652.0,948.0,-200.0,1050.0,1584.0,261.0,10101.0,92.0,303.0,18.0,13.0
1246,91.0,98.0,683.0,911.0,-200.0,1053.0,1603.0,255.0,10767.0,83.0,335.0,2.0,18.0
1247,95.0,89.0,624.0,910.0,-200.0,1045.0,1598.0,237.0,10746.0,83.0,372.0,18.0,2.0
1248,104.0,114.0,733.0,1013.0,-200.0,1124.0,1676.0,223.0,10324.0,110.0,389.0,24.0,18.0
1249,131.0,195.0,1062.0,1140.0,-200.0,1330.0,1780.0,207.0,10298.0,147.0,428.0,4.0,24.0
1250,112.0,156.0,988.0,1006.0,-200.0,1171.0,1674.0,190.0,11222.0,108.0,517.0,28.0,4.0
1251,100.0,109.0,871.0,954.0,-200.0,1085.0,1656.0,178.0,11174.0,94.0,555.0,2.0,28.0
1252,115.0,184.0,1243.0,1144.0,-200.0,1358.0,1851.0,174.0,11342.0,148.0,576.0,36.0,2.0
1253,129.0,190.0,1175.0,1094.0,-200.0,1385.0,1769.0,176.0,11645.0,133.0,585.0,37.0,36.0
1254,99.0,105.0,1126.0,914.0,-200.0,1167.0,1599.0,172.0,11551.0,84.0,593.0,23.0,37.0
1255,74.0,76.0,1118.0,894.0,-200.0,1072.0,1646.0,171.0,11633.0,79.0,604.0,18.0,23.0
1256,55.0,38.0,864.0,789.0,-200.0,938.0,1536.0,164.0,11507.0,55.0,622.0,9.0,18.0
1257,-200.0,-200.0,942.0,838.0,-200.0,1000.0,1580.0,148.0,11352.0,66.0,676.0,16.0,9.0
1258,35.0,26.0,684.0,670.0,-200.0,854.0,1460.0,148.0,11028.0,33.0,658.0,-200.0,16.0
1259,37.0,33.0,689.0,628.0,-200.0,815.0,1426.0,147.0,10811.0,26.0,652.0,6.0,-200.0
1260,45.0,57.0,767.0,689.0,-200.0,866.0,1456.0,131.0,10554.0,36.0,702.0,7.0,6.0
1261,46.0,48.0,817.0,751.0,-200.0,911.0,1518.0,143.0,10728.0,48.0,662.0,8.0,7.0
1262,68.0,87.0,940.0,806.0,-200.0,988.0,1568.0,160.0,11083.0,59.0,616.0,12.0,8.0
1263,77.0,94.0,908.0,851.0,-200.0,1046.0,1595.0,177.0,11342.0,69.0,564.0,14.0,12.0
1264,79.0,89.0,871.0,918.0,-200.0,1085.0,1639.0,213.0,11157.0,85.0,447.0,16.0,14.0
1265,72.0,78.0,689.0,816.0,-200.0,1008.0,1531.0,236.0,10431.0,61.0,364.0,13.0,16.0
1266,68.0,72.0,629.0,821.0,-200.0,1004.0,1510.0,243.0,10149.0,62.0,340.0,13.0,13.0
1267,64.0,64.0,602.0,754.0,-200.0,948.0,1436.0,244.0,9863.0,48.0,327.0,11.0,13.0
1268,73.0,70.0,617.0,847.0,-200.0,1026.0,1519.0,246.0,9647.0,68.0,317.0,12.0,11.0
1269,84.0,92.0,677.0,859.0,-200.0,1047.0,1538.0,239.0,10020.0,70.0,343.0,15.0,12.0
1270,67.0,69.0,580.0,790.0,-200.0,1018.0,1443.0,259.0,9258.0,55.0,281.0,11.0,15.0
1271,106.0,131.0,861.0,957.0,-200.0,1160.0,1637.0,245.0,9815.0,95.0,323.0,19.0,11.0
1272,114.0,144.0,1080.0,1047.0,-200.0,1269.0,1721.0,226.0,10600.0,119.0,393.0,23.0,19.0
1273,123.0,209.0,1288.0,1111.0,-200.0,1394.0,1853.0,212.0,11828.0,138.0,475.0,33.0,23.0
1274,108.0,170.0,1163.0,1003.0,-200.0,1292.0,1753.0,199.0,12632.0,107.0,549.0,26.0,33.0
1275,100.0,152.0,1043.0,966.0,-200.0,1212.0,1691.0,194.0,11642.0,97.0,521.0,22.0,26.0
1276,118.0,171.0,1045.0,985.0,-200.0,1137.0,1607.0,194.0,9485.0,102.0,426.0,23.0,22.0
1277,121.0,153.0,929.0,910.0,-200.0,1080.0,1548.0,191.0,9660.0,83.0,441.0,2.0,23.0
1278,94.0,97.0,825.0,861.0,-200.0,1031.0,1534.0,180.0,10086.0,71.0,493.0,16.0,2.0
1279,52.0,37.0,545.0,654.0,-200.0,917.0,1414.0,176.0,10918.0,30.0,546.0,8.0,16.0
1280,39.0,26.0,500.0,598.0,-200.0,888.0,1397.0,164.0,11493.0,22.0,621.0,6.0,8.0
1281,-200.0,-200.0,494.0,564.0,-200.0,872.0,1385.0,156.0,11484.0,17.0,653.0,4.0,6.0
1282,33.0,25.0,505.0,547.0,-200.0,876.0,1351.0,160.0,11043.0,15.0,614.0,-200.0,4.0
1283,57.0,61.0,717.0,697.0,-200.0,964.0,1516.0,158.0,11416.0,37.0,643.0,7.0,-200.0
1284,80.0,152.0,1126.0,906.0,-200.0,1147.0,1687.0,160.0,11844.0,82.0,658.0,13.0,7.0
1285,101.0,283.0,1597.0,1328.0,-200.0,1493.0,2193.0,168.0,11869.0,211.0,625.0,34.0,13.0
1286,109.0,320.0,1687.0,1466.0,-200.0,1597.0,2400.0,169.0,12613.0,265.0,661.0,47.0,34.0
1287,109.0,318.0,1529.0,1222.0,-200.0,1483.0,2054.0,174.0,13557.0,174.0,689.0,34.0,47.0
1288,111.0,201.0,1366.0,1080.0,-200.0,1222.0,1755.0,214.0,11291.0,129.0,450.0,25.0,34.0
1289,102.0,135.0,1074.0,1010.0,-200.0,1060.0,1623.0,239.0,9002.0,109.0,307.0,2.0,25.0
1290,96.0,127.0,940.0,1013.0,-200.0,1048.0,1584.0,268.0,8721.0,110.0,252.0,19.0,2.0
1291,90.0,102.0,921.0,1008.0,-200.0,1051.0,1561.0,284.0,8983.0,108.0,236.0,17.0,19.0
1292,69.0,74.0,695.0,977.0,-200.0,998.0,1496.0,303.0,8539.0,100.0,201.0,14.0,17.0
1293,74.0,81.0,795.0,1023.0,-200.0,1058.0,1580.0,309.0,8649.0,112.0,197.0,15.0,14.0
1294,102.0,129.0,1079.0,1204.0,-200.0,1203.0,1744.0,302.0,8672.0,168.0,205.0,24.0,15.0
1295,128.0,190.0,1473.0,1392.0,-200.0,1491.0,2149.0,264.0,11724.0,236.0,346.0,39.0,24.0
1296,130.0,192.0,1493.0,1385.0,-200.0,1467.0,2084.0,249.0,12268.0,233.0,394.0,42.0,39.0
1297,120.0,163.0,1308.0,1279.0,-200.0,1407.0,2009.0,235.0,12484.0,194.0,437.0,37.0,42.0
1298,113.0,149.0,1189.0,1086.0,-200.0,1324.0,1903.0,193.0,14028.0,131.0,631.0,32.0,37.0
1299,100.0,119.0,1076.0,970.0,-200.0,1214.0,1771.0,187.0,13836.0,98.0,646.0,2.0,32.0
1300,70.0,61.0,806.0,780.0,-200.0,1016.0,1566.0,195.0,12806.0,53.0,571.0,11.0,2.0
1301,83.0,84.0,973.0,842.0,-200.0,1135.0,1653.0,189.0,13521.0,67.0,625.0,15.0,11.0
1302,81.0,79.0,929.0,789.0,-200.0,1065.0,1620.0,184.0,13802.0,55.0,658.0,13.0,15.0
1303,69.0,58.0,778.0,692.0,-200.0,999.0,1588.0,164.0,14681.0,37.0,792.0,1.0,13.0
1304,48.0,32.0,633.0,599.0,-200.0,911.0,1517.0,161.0,14562.0,22.0,800.0,6.0,1.0
1305,-200.0,-200.0,497.0,545.0,-200.0,873.0,1471.0,156.0,14302.0,15.0,810.0,4.0,6.0
1306,28.0,21.0,458.0,546.0,-200.0,881.0,1465.0,156.0,14216.0,15.0,810.0,-200.0,4.0
1307,47.0,49.0,579.0,646.0,-200.0,967.0,1552.0,157.0,14236.0,29.0,805.0,6.0,-200.0
1308,88.0,180.0,1003.0,976.0,-200.0,1280.0,1912.0,160.0,14602.0,99.0,808.0,19.0,6.0
1309,109.0,302.0,1393.0,1379.0,-200.0,1564.0,2306.0,166.0,14572.0,230.0,780.0,45.0,19.0
1310,113.0,258.0,1406.0,1358.0,-200.0,1505.0,2248.0,161.0,14398.0,223.0,792.0,43.0,45.0
1311,104.0,192.0,1308.0,1186.0,-200.0,1309.0,1973.0,177.0,14171.0,162.0,708.0,32.0,43.0
1312,65.0,84.0,863.0,895.0,-200.0,1035.0,1657.0,203.0,12867.0,79.0,548.0,13.0,32.0
1313,87.0,128.0,1004.0,1062.0,-200.0,1148.0,1825.0,212.0,12271.0,124.0,493.0,22.0,13.0
1314,99.0,145.0,1023.0,1104.0,-200.0,1152.0,1860.0,215.0,12178.0,136.0,479.0,26.0,22.0
1315,100.0,132.0,978.0,1059.0,-200.0,1131.0,1784.0,214.0,12047.0,123.0,477.0,23.0,26.0
1316,105.0,136.0,979.0,1053.0,-200.0,1142.0,1814.0,204.0,12757.0,121.0,540.0,24.0,23.0
1317,97.0,140.0,971.0,1082.0,-200.0,1197.0,1851.0,199.0,13158.0,129.0,571.0,26.0,24.0
1318,54.0,55.0,617.0,828.0,-200.0,960.0,1565.0,199.0,12701.0,63.0,552.0,12.0,26.0
1319,59.0,67.0,717.0,1001.0,-200.0,1077.0,1764.0,195.0,12512.0,106.0,557.0,16.0,12.0
1320,109.0,191.0,1220.0,1313.0,-200.0,1377.0,2120.0,183.0,13127.0,206.0,628.0,39.0,16.0
1321,125.0,227.0,1296.0,1353.0,-200.0,1405.0,2185.0,172.0,13289.0,221.0,683.0,47.0,39.0
1322,132.0,264.0,1413.0,1319.0,-200.0,1484.0,2166.0,161.0,13654.0,208.0,752.0,54.0,47.0
1323,110.0,196.0,1093.0,1042.0,-200.0,1187.0,1840.0,166.0,13253.0,118.0,708.0,3.0,54.0
1324,53.0,43.0,586.0,729.0,-200.0,870.0,1475.0,185.0,11810.0,43.0,560.0,9.0,3.0
1325,61.0,58.0,575.0,765.0,-200.0,932.0,1543.0,173.0,11667.0,50.0,595.0,11.0,9.0
1326,41.0,33.0,441.0,608.0,-200.0,830.0,1370.0,186.0,11121.0,23.0,523.0,7.0,11.0
1327,22.0,14.0,358.0,534.0,-200.0,778.0,1294.0,190.0,10831.0,14.0,498.0,5.0,7.0
1328,28.0,18.0,377.0,541.0,-200.0,820.0,1360.0,157.0,11400.0,15.0,645.0,5.0,5.0
1329,-200.0,-200.0,437.0,565.0,-200.0,842.0,1399.0,155.0,11691.0,18.0,669.0,5.0,5.0
1330,41.0,28.0,468.0,589.0,-200.0,867.0,1439.0,147.0,12302.0,21.0,741.0,-200.0,5.0
1331,54.0,56.0,580.0,682.0,-200.0,927.0,1526.0,146.0,12727.0,35.0,771.0,8.0,-200.0
1332,81.0,108.0,805.0,851.0,-200.0,1060.0,1673.0,145.0,12851.0,69.0,783.0,13.0,8.0
1333,107.0,251.0,1273.0,1271.0,-200.0,1440.0,2163.0,151.0,13061.0,191.0,768.0,35.0,13.0
1334,-200.0,-200.0,1452.0,1350.0,-200.0,1449.0,2264.0,164.0,13088.0,220.0,708.0,-200.0,35.0
1335,124.0,255.0,1307.0,1265.0,-200.0,1384.0,2143.0,164.0,13379.0,189.0,724.0,39.0,-200.0
1336,123.0,214.0,1102.0,1085.0,-200.0,1172.0,1876.0,163.0,12657.0,130.0,686.0,29.0,39.0
1337,120.0,190.0,1083.0,1083.0,-200.0,1143.0,1887.0,172.0,12228.0,130.0,629.0,26.0,29.0
1338,113.0,182.0,1083.0,1134.0,-200.0,1167.0,1920.0,174.0,12060.0,145.0,611.0,3.0,26.0
1339,114.0,202.0,1236.0,1288.0,-200.0,1303.0,2116.0,168.0,12691.0,197.0,668.0,37.0,3.0
1340,120.0,224.0,1223.0,1279.0,-200.0,1264.0,2049.0,173.0,12260.0,194.0,626.0,39.0,37.0
1341,125.0,221.0,1175.0,1193.0,-200.0,1242.0,1945.0,175.0,12029.0,164.0,608.0,35.0,39.0
1342,88.0,126.0,933.0,1022.0,-200.0,1070.0,1740.0,175.0,11725.0,112.0,592.0,24.0,35.0
1343,72.0,79.0,835.0,978.0,-200.0,981.0,1682.0,177.0,11392.0,100.0,569.0,16.0,24.0
1344,103.0,137.0,1291.0,1136.0,-200.0,1198.0,1870.0,171.0,11873.0,146.0,615.0,3.0,16.0
1345,67.0,68.0,802.0,918.0,-200.0,1000.0,1661.0,175.0,12667.0,85.0,639.0,16.0,3.0
1346,79.0,96.0,842.0,949.0,-200.0,1110.0,1733.0,159.0,12672.0,92.0,707.0,21.0,16.0
1347,89.0,111.0,744.0,854.0,-200.0,1023.0,1637.0,151.0,12799.0,69.0,751.0,18.0,21.0
1348,67.0,56.0,500.0,695.0,-200.0,861.0,1438.0,139.0,11502.0,37.0,725.0,11.0,18.0
1349,83.0,81.0,560.0,760.0,-200.0,969.0,1518.0,120.0,11175.0,49.0,798.0,15.0,11.0
1350,76.0,79.0,589.0,741.0,-200.0,898.0,1468.0,125.0,10938.0,46.0,758.0,14.0,15.0
1351,58.0,46.0,488.0,674.0,-200.0,835.0,1416.0,120.0,10499.0,34.0,750.0,9.0,14.0
1352,30.0,19.0,387.0,523.0,-200.0,766.0,1310.0,126.0,10503.0,12.0,722.0,5.0,9.0
1353,-200.0,-200.0,355.0,502.0,-200.0,743.0,1292.0,127.0,10486.0,10.0,716.0,4.0,5.0
1354,22.0,15.0,351.0,517.0,-200.0,758.0,1294.0,131.0,10079.0,12.0,671.0,-200.0,4.0
1355,50.0,48.0,420.0,604.0,-200.0,804.0,1357.0,132.0,9774.0,23.0,646.0,6.0,-200.0
1356,92.0,128.0,695.0,817.0,-200.0,948.0,1546.0,131.0,9815.0,61.0,656.0,13.0,6.0
1357,101.0,193.0,1139.0,1205.0,-200.0,1204.0,1984.0,147.0,9688.0,168.0,585.0,29.0,13.0
1358,121.0,203.0,1315.0,1304.0,-200.0,1231.0,2029.0,159.0,9529.0,203.0,531.0,36.0,29.0
1359,130.0,220.0,1217.0,1191.0,-200.0,1176.0,1836.0,179.0,9388.0,164.0,461.0,34.0,36.0
1360,114.0,161.0,1014.0,1066.0,-200.0,1043.0,1692.0,202.0,8833.0,125.0,377.0,25.0,34.0
1361,100.0,135.0,884.0,970.0,-200.0,992.0,1624.0,185.0,9026.0,98.0,428.0,21.0,25.0
1362,56.0,57.0,524.0,772.0,-200.0,885.0,1450.0,130.0,9586.0,52.0,643.0,11.0,21.0
1363,75.0,91.0,644.0,937.0,-200.0,991.0,1581.0,151.0,9309.0,89.0,545.0,18.0,11.0
1364,121.0,219.0,1032.0,1119.0,-200.0,1182.0,1831.0,136.0,10184.0,141.0,655.0,3.0,18.0
1365,128.0,239.0,1038.0,1074.0,-200.0,1191.0,1816.0,123.0,11154.0,127.0,783.0,31.0,3.0
1366,139.0,209.0,1077.0,1136.0,-200.0,1272.0,1869.0,127.0,10863.0,146.0,742.0,36.0,31.0
1367,122.0,169.0,983.0,1063.0,-200.0,1138.0,1728.0,144.0,10490.0,124.0,642.0,33.0,36.0
1368,92.0,92.0,834.0,954.0,-200.0,1008.0,1626.0,156.0,10266.0,94.0,583.0,18.0,33.0
1369,97.0,107.0,949.0,1015.0,-200.0,1075.0,1722.0,150.0,10385.0,110.0,614.0,21.0,18.0
1370,98.0,122.0,941.0,935.0,-200.0,1034.0,1605.0,137.0,10254.0,89.0,658.0,22.0,21.0
1371,93.0,100.0,756.0,841.0,-200.0,934.0,1497.0,123.0,9440.0,66.0,664.0,16.0,22.0
1372,65.0,51.0,655.0,705.0,-200.0,883.0,1422.0,154.0,10215.0,39.0,588.0,9.0,16.0
1373,81.0,93.0,805.0,871.0,-200.0,1021.0,1586.0,141.0,10405.0,73.0,649.0,18.0,9.0
1374,102.0,145.0,970.0,907.0,-200.0,1059.0,1579.0,138.0,10168.0,82.0,647.0,23.0,18.0
1375,91.0,106.0,969.0,878.0,-200.0,1023.0,1568.0,135.0,10420.0,75.0,678.0,2.0,23.0
1376,56.0,46.0,671.0,669.0,-200.0,855.0,1427.0,137.0,10794.0,33.0,694.0,9.0,2.0
1377,-200.0,-200.0,575.0,616.0,-200.0,826.0,1384.0,139.0,10712.0,24.0,677.0,6.0,9.0
1378,41.0,32.0,535.0,602.0,-200.0,831.0,1386.0,140.0,10787.0,22.0,678.0,-200.0,6.0
1379,48.0,51.0,489.0,639.0,-200.0,817.0,1364.0,146.0,10075.0,28.0,611.0,7.0,-200.0
1380,72.0,89.0,689.0,880.0,-200.0,972.0,1590.0,143.0,9847.0,75.0,605.0,15.0,7.0
1381,106.0,214.0,1196.0,1290.0,-200.0,1200.0,2014.0,149.0,9582.0,198.0,569.0,37.0,15.0
1382,107.0,196.0,1266.0,1355.0,-200.0,1234.0,2095.0,164.0,9286.0,221.0,502.0,42.0,37.0
1383,127.0,224.0,1130.0,1148.0,-200.0,1164.0,1824.0,160.0,9211.0,150.0,509.0,34.0,42.0
1384,114.0,174.0,834.0,952.0,-200.0,976.0,1582.0,186.0,9091.0,93.0,428.0,24.0,34.0
1385,101.0,90.0,536.0,825.0,-200.0,844.0,1405.0,197.0,7646.0,63.0,337.0,13.0,24.0
1386,95.0,89.0,545.0,906.0,-200.0,851.0,1418.0,212.0,6864.0,82.0,277.0,15.0,13.0
1387,110.0,132.0,720.0,1010.0,-200.0,926.0,1526.0,197.0,6445.0,109.0,285.0,22.0,15.0
1388,101.0,114.0,655.0,950.0,-200.0,890.0,1460.0,198.0,6780.0,93.0,297.0,18.0,22.0
1389,106.0,107.0,614.0,914.0,-200.0,921.0,1481.0,192.0,7856.0,84.0,356.0,19.0,18.0
1390,116.0,140.0,725.0,956.0,-200.0,1052.0,1600.0,142.0,9765.0,94.0,605.0,23.0,19.0
1391,124.0,187.0,1036.0,1238.0,-200.0,1247.0,1948.0,129.0,10249.0,179.0,691.0,36.0,23.0
1392,133.0,222.0,1127.0,1222.0,-200.0,1205.0,1911.0,127.0,10294.0,174.0,704.0,43.0,36.0
1393,96.0,117.0,854.0,995.0,-200.0,1016.0,1642.0,139.0,9905.0,105.0,627.0,22.0,43.0
1394,85.0,89.0,792.0,879.0,-200.0,984.0,1527.0,139.0,9948.0,75.0,629.0,15.0,22.0
1395,97.0,130.0,891.0,898.0,-200.0,1041.0,1595.0,134.0,9996.0,80.0,652.0,2.0,15.0
1396,97.0,133.0,876.0,887.0,-200.0,1027.0,1568.0,134.0,9864.0,77.0,646.0,2.0,2.0
1397,101.0,144.0,851.0,869.0,-200.0,1025.0,1531.0,133.0,9677.0,73.0,636.0,21.0,2.0
1398,85.0,99.0,787.0,829.0,-200.0,984.0,1516.0,133.0,9433.0,64.0,618.0,15.0,21.0
1399,80.0,102.0,711.0,791.0,-200.0,969.0,1446.0,136.0,9271.0,56.0,597.0,22.0,15.0
1400,33.0,27.0,396.0,546.0,-200.0,758.0,1252.0,146.0,8807.0,15.0,533.0,5.0,22.0
1401,-200.0,-200.0,375.0,547.0,-200.0,767.0,1239.0,143.0,8412.0,15.0,517.0,-200.0,5.0
1402,-200.0,-200.0,343.0,518.0,-200.0,772.0,1202.0,109.0,8785.0,12.0,675.0,-200.0,-200.0
1403,-200.0,-200.0,401.0,557.0,-200.0,831.0,1257.0,74.0,8808.0,16.0,852.0,-200.0,-200.0
1404,-200.0,-200.0,518.0,628.0,-200.0,871.0,1329.0,87.0,9190.0,26.0,815.0,-200.0,-200.0
1405,-200.0,-200.0,685.0,808.0,-200.0,995.0,1479.0,103.0,9458.0,59.0,756.0,-200.0,-200.0
1406,-200.0,-200.0,939.0,918.0,-200.0,1093.0,1589.0,110.0,9821.0,85.0,750.0,-200.0,-200.0
1407,-200.0,-200.0,974.0,885.0,-200.0,1079.0,1588.0,136.0,10236.0,77.0,661.0,-200.0,-200.0
1408,-200.0,-200.0,959.0,852.0,-200.0,1084.0,1575.0,147.0,10488.0,69.0,631.0,-200.0,-200.0
1409,-200.0,-200.0,1067.0,982.0,-200.0,1204.0,1739.0,138.0,11361.0,101.0,723.0,-200.0,-200.0
1410,-200.0,-200.0,1061.0,1018.0,-200.0,1213.0,1778.0,133.0,11703.0,111.0,768.0,-200.0,-200.0
1411,-200.0,-200.0,1008.0,949.0,-200.0,1124.0,1671.0,162.0,10937.0,92.0,600.0,-200.0,-200.0
1412,-200.0,-200.0,637.0,726.0,-200.0,945.0,1432.0,163.0,10146.0,43.0,553.0,-200.0,-200.0
1413,-200.0,-200.0,647.0,833.0,-200.0,964.0,1489.0,200.0,9354.0,65.0,404.0,-200.0,-200.0
1414,-200.0,-200.0,523.0,786.0,-200.0,903.0,1375.0,198.0,8099.0,54.0,354.0,-200.0,-200.0
1415,-200.0,-200.0,539.0,863.0,-200.0,918.0,1408.0,198.0,7670.0,71.0,336.0,-200.0,-200.0
1416,-200.0,-200.0,649.0,961.0,-200.0,1028.0,1502.0,178.0,7763.0,95.0,385.0,-200.0,-200.0
1417,-200.0,-200.0,1071.0,1209.0,-200.0,1175.0,1829.0,167.0,8393.0,170.0,446.0,-200.0,-200.0
1418,-200.0,-200.0,1237.0,1161.0,-200.0,1215.0,1802.0,151.0,8816.0,154.0,518.0,-200.0,-200.0
1419,-200.0,-200.0,1018.0,976.0,-200.0,1072.0,1603.0,141.0,9028.0,99.0,562.0,-200.0,-200.0
1420,-200.0,-200.0,966.0,952.0,-200.0,1070.0,1573.0,138.0,9147.0,93.0,583.0,-200.0,-200.0
1421,-200.0,-200.0,901.0,853.0,-200.0,1021.0,1457.0,137.0,9285.0,69.0,597.0,-200.0,-200.0
1422,-200.0,-200.0,949.0,859.0,-200.0,1063.0,1519.0,137.0,9405.0,71.0,603.0,-200.0,-200.0
1423,-200.0,-200.0,1057.0,938.0,-200.0,1068.0,1575.0,127.0,9506.0,90.0,649.0,-200.0,-200.0
1424,-200.0,-200.0,989.0,913.0,-200.0,993.0,1601.0,126.0,9529.0,83.0,654.0,-200.0,-200.0
1425,-200.0,-200.0,1005.0,928.0,-200.0,1034.0,1619.0,121.0,9640.0,87.0,686.0,-200.0,-200.0
1426,-200.0,-200.0,1003.0,914.0,-200.0,1025.0,1605.0,123.0,9722.0,84.0,680.0,-200.0,-200.0
1427,-200.0,-200.0,1087.0,902.0,-200.0,1036.0,1558.0,119.0,9899.0,81.0,711.0,-200.0,-200.0
1428,-200.0,-200.0,909.0,774.0,-200.0,924.0,1460.0,113.0,9848.0,52.0,738.0,-200.0,-200.0
1429,-200.0,-200.0,882.0,737.0,-200.0,922.0,1414.0,131.0,9419.0,45.0,626.0,-200.0,-200.0
1430,-200.0,-200.0,568.0,625.0,-200.0,830.0,1303.0,168.0,8881.0,26.0,468.0,-200.0,-200.0
1431,-200.0,-200.0,620.0,752.0,-200.0,947.0,1434.0,179.0,9104.0,48.0,448.0,-200.0,-200.0
1432,-200.0,-200.0,686.0,737.0,-200.0,977.0,1450.0,178.0,9986.0,45.0,495.0,-200.0,-200.0
1433,-200.0,-200.0,700.0,761.0,-200.0,1025.0,1476.0,188.0,9968.0,49.0,464.0,-200.0,-200.0
